# Identifiability Atlas for Biexponential IVIM model
# D_true/Dstar_true/f_true: Absolute parameters (mm^2/s, mm^2/s, unitless)
# snr: Signal-to-Noise ratio
# shrinkage_D/Dstar/f: relative marginal width shrinkage (1 - post_90_width / prior_90_width)
# corr_f_Dstar: Pearson correlation between f and D* samples
# mono_collapse_indicator: Posterior mass on f < 0.025
# classification: recoverable, f-D* trade-off, or mono-exp collapse
D_true,Dstar_true,f_true,snr,shrinkage_D,shrinkage_Dstar,shrinkage_f,corr_f_Dstar,mono_collapse_indicator,classification
0.0006,0.12,0.08142857142857143,10.0,0.69454336,0.14959902,0.27238524,-0.2939716036734846,0.09000000357627869,f-D* trade-off
0.0006,0.12,0.14285714285714285,10.0,0.6087282,0.16443568,0.12733394,-0.3012883825347795,0.08100000023841858,f-D* trade-off
0.0006,0.12,0.20428571428571426,10.0,0.5266671,0.11366552,0.097561896,-0.2198703091417923,0.08100000023841858,f-D* trade-off
0.0006,0.12,0.26571428571428574,10.0,0.44485462,0.17423314,0.07326919,-0.21856749759979613,0.07699999958276749,f-D* trade-off
0.0006,0.12,0.3271428571428572,10.0,0.2851597,0.14725268,0.050521493,-0.19822287782879536,0.07199999690055847,f-D* trade-off
0.0006,0.12,0.38857142857142857,10.0,0.23071289,0.04028225,0.051120996,-0.10808930572764143,0.05400000140070915,f-D* trade-off
0.0006,0.12,0.45,10.0,0.17591316,0.03676963,0.048348904,0.08764857206860546,0.029999999329447746,f-D* trade-off
0.0008571428571428571,0.01,0.02,10.0,0.6845486,0.17229599,0.21916866,-0.32652120183378697,0.08699999749660492,f-D* trade-off
0.0008571428571428571,0.01,0.08142857142857143,10.0,0.6553335,0.13477981,0.19723666,-0.3796698805237322,0.06199999898672104,f-D* trade-off
0.0008571428571428571,0.01,0.14285714285714285,10.0,0.6278322,0.22018516,0.15541238,-0.33252720473121805,0.03500000014901161,f-D* trade-off
0.0008571428571428571,0.01,0.20428571428571426,10.0,0.6127546,0.1769625,0.12016171,-0.4037621155117378,0.04100000113248825,f-D* trade-off
0.0008571428571428571,0.01,0.26571428571428574,10.0,0.52827775,0.1742189,0.06994659,-0.425743309918343,0.03799999877810478,f-D* trade-off
0.0008571428571428571,0.01,0.3271428571428572,10.0,0.53929305,0.20321608,0.1373455,-0.38183592947279016,0.03400000184774399,f-D* trade-off
0.0008571428571428571,0.01,0.38857142857142857,10.0,0.5426349,0.17323858,0.15123063,-0.44527717775773085,0.017000000923871994,f-D* trade-off
0.0008571428571428571,0.01,0.45,10.0,0.41732544,0.16032171,0.14259398,-0.3457079386006433,0.014999999664723873,f-D* trade-off
0.0008571428571428571,0.025714285714285717,0.02,10.0,0.6818396,0.22285503,0.23840219,-0.3525156003309862,0.06700000166893005,f-D* trade-off
0.0008571428571428571,0.025714285714285717,0.08142857142857143,10.0,0.64220166,0.19266957,0.18869,-0.3497235987947992,0.05299999937415123,f-D* trade-off
0.0008571428571428571,0.025714285714285717,0.14285714285714285,10.0,0.58475614,0.18895578,0.1369394,-0.34606315184067293,0.06199999898672104,f-D* trade-off
0.0008571428571428571,0.025714285714285717,0.20428571428571426,10.0,0.513854,0.20758379,0.083960235,-0.33763237650865957,0.057999998331069946,f-D* trade-off
0.0008571428571428571,0.025714285714285717,0.26571428571428574,10.0,0.52039814,0.14090854,0.118477285,-0.3695721019763637,0.028999999165534973,f-D* trade-off
0.0008571428571428571,0.025714285714285717,0.3271428571428572,10.0,0.4128183,0.13934708,0.11603236,-0.32972737335842,0.03500000014901161,f-D* trade-off
0.0008571428571428571,0.025714285714285717,0.38857142857142857,10.0,0.30878812,0.13491845,0.095692694,-0.16696925349091904,0.039000000804662704,f-D* trade-off
0.0008571428571428571,0.025714285714285717,0.45,10.0,0.26558453,0.085265994,0.084635615,-0.12891875668062072,0.032999999821186066,f-D* trade-off
