snr_single,snr_avg,chi2_red,npe_selfconsistency,heldout_rms_z,covered95_allheldout
35.8305,87.7663,0.34029,26.98204,32.31950,0
21.0427,51.5439,5.58182,18.45143,21.73002,0
35.0031,85.7398,0.00999,19.65994,25.60693,0
8.0000,19.5959,1.15521,4.37475,5.47259,0
23.9290,58.6139,9.12609,15.84374,18.46802,0
43.8080,107.3072,0.57757,21.47882,26.82977,0
32.0300,78.4573,1.24206,23.28677,26.72255,0
23.1634,56.7386,3.30542,20.61618,22.38811,0
32.1569,78.7680,0.74026,24.13493,29.84061,0
36.1767,88.6146,0.00041,21.10099,23.40109,0
28.4361,69.6539,1.04749,22.73124,26.94070,0
30.9365,75.7786,1.17332,23.57644,27.31044,0
21.6925,53.1356,0.69774,8.13156,9.09887,0
21.0346,51.5240,9.94116,13.41641,17.20748,0
22.5849,55.3214,67.65412,22.85944,28.12085,0
29.2266,71.5902,0.06700,16.94990,21.31799,0
23.9573,58.6832,2.98915,20.19537,24.07951,0
23.2931,57.0561,1.85000,21.85206,26.34942,0
44.1838,108.2277,0.37940,23.21394,26.87865,0
20.7772,50.8936,0.02537,11.12371,14.29325,0
23.5721,57.7397,0.00396,12.37513,15.40193,0
33.3149,81.6046,0.07501,18.48595,20.82197,0
30.4330,74.5453,8.21292,21.19420,24.90849,0
35.5893,87.1757,2.13223,27.31616,32.60518,0
26.8904,65.8677,0.42438,14.75237,17.14642,0
16.7129,40.9380,0.41089,12.81696,14.93983,0
31.0640,76.0910,1.01605,15.82512,18.97455,0
40.1410,98.3249,0.28362,12.00480,14.63024,0
31.0098,75.9581,0.01707,20.51188,24.66690,0
38.2814,93.7700,2.17144,23.10491,26.86945,0
20.6851,50.6679,0.12471,8.94622,10.66059,0
24.2913,59.5014,0.29100,17.29526,18.70054,0
18.4220,45.1245,0.06302,11.28443,13.56120,0
26.3662,64.5837,1.01801,17.26274,20.15767,0
20.3242,49.7840,2.14093,15.66978,17.36003,0
22.8516,55.9749,0.38619,18.35083,21.91264,0
25.9888,63.6593,77.12209,23.47669,26.00502,0
36.2364,88.7607,0.72913,24.43956,27.62937,0
23.3697,57.2437,6.02865,20.64891,25.56213,0
50.5793,123.8934,4.36038,20.26403,25.64379,0
43.0141,105.3626,1.50816,17.72652,22.19129,0
28.2977,69.3148,0.01628,13.34090,15.91050,0
22.3749,54.8070,0.10205,9.74135,11.42867,0
20.5784,50.4066,0.80973,8.24538,9.33912,0
24.9518,61.1191,0.07388,20.32520,23.10300,0
13.4305,32.8979,16.94563,10.12395,12.04150,0
36.2784,88.8635,0.29869,12.87739,14.57474,0
35.9917,88.1614,1.02028,17.41102,21.27012,0
31.9634,78.2940,3.46474,21.97033,24.37272,0
18.8355,46.1374,5.66645,12.12762,13.98407,0
24.8417,60.8494,0.75244,19.48626,20.73482,0
32.2054,78.8867,0.54689,17.50337,21.84881,0
17.4180,42.6652,9.63986,14.95288,17.90767,0
33.5399,82.1557,0.03831,18.08108,22.69842,0
13.8262,33.8670,0.87100,4.99081,6.00592,0
34.4909,84.4852,1.03793,16.17319,18.16720,0
20.7572,50.8446,3.99044,16.69711,20.69529,0
26.3025,64.4276,2.16514,15.85056,18.23041,0
31.7471,77.7642,1.52722,14.53070,16.31037,0
36.5623,89.5589,2.83498,29.20175,32.35908,0
32.1768,78.8168,3.73057,23.81587,28.21573,0
19.4460,47.6329,1.63168,15.36741,17.93681,0
28.2029,69.0828,0.03226,20.92154,24.19368,0
42.8161,104.8776,13.40960,31.86469,40.43930,0
10.1501,24.8625,2.01012,9.29934,10.92595,0
28.8612,70.6951,0.04060,17.97041,20.69507,0
31.6033,77.4120,0.52228,18.63089,21.45562,0
20.6116,50.4879,0.13990,10.16839,12.76056,0
27.7899,68.0712,1.64829,16.55446,20.97856,0
26.1568,64.0708,2.79399,20.79755,25.49655,0
25.2828,61.9300,0.80275,8.03224,9.18485,0
47.7877,117.0555,0.84113,30.88189,39.30119,0
21.3694,52.3442,3.40036,17.95254,19.03304,0
17.7694,43.5261,6.98472,9.94725,11.59583,0
25.5848,62.6698,5.89260,21.18634,23.78374,0
39.8133,97.5223,0.71383,18.69810,21.96706,0
27.9695,68.5110,0.52473,23.50101,27.06681,0
33.2532,81.4534,0.08673,15.88795,19.17572,0
20.4877,50.1844,5.42566,6.43673,7.35584,0
44.1063,108.0379,0.26518,31.98715,34.06236,0
25.0085,61.2581,2.84187,12.99140,14.40732,0
38.1203,93.3753,0.02575,11.35307,13.38400,0
21.0889,51.6571,0.16444,15.50060,18.76970,0
38.2280,93.6390,0.01722,14.25635,17.42115,0
20.5399,50.3123,5.61385,7.31016,7.95879,0
31.6286,77.4740,0.63564,18.89646,22.49990,0
21.0624,51.5922,2.05283,12.74594,14.70549,0
23.9707,58.7160,3.98246,22.02195,24.66725,0
24.5809,60.2106,0.19391,13.22742,15.59220,0
24.8058,60.7616,0.52662,12.18914,15.30239,0
24.4629,59.9217,15.02667,20.91914,25.90049,0
52.7461,129.2011,0.15616,25.57195,32.53615,0
18.1834,44.5402,0.29178,11.70097,12.55422,0
23.6406,57.9074,0.59285,17.22597,19.27382,0
37.4846,91.8182,3.68255,21.47372,26.22899,0
36.8065,90.1571,4.13210,33.98468,40.72053,0
36.8620,90.2930,0.00193,21.16607,25.71081,0
23.7158,58.0915,0.93779,14.70263,17.98006,0
53.5430,131.1530,3.76696,26.72177,33.46903,0
34.1058,83.5419,16.56693,31.08535,36.28491,0
26.8935,65.8753,0.00691,10.19639,9.58058,0
33.0453,80.9441,4.86603,15.70466,16.58520,0
27.4897,67.3358,1.30564,14.82872,18.04960,0
21.7733,53.3334,4.74796,17.23012,21.59146,0
33.0847,81.0406,0.07253,24.60944,29.95767,0
38.6581,94.6926,4.22807,18.60348,21.57910,0
33.9553,83.1731,0.30925,17.39962,20.32080,0
38.3943,94.0465,0.82801,23.13954,26.18560,0
23.1411,56.6839,0.19221,8.08396,8.62387,0
28.3760,69.5066,1.16545,14.43215,16.60493,0
23.9103,58.5679,0.14641,16.72564,19.88117,0
29.9434,73.3461,1.63923,20.83476,25.26851,0
26.7442,65.5096,9.75744,20.36561,23.68291,0
25.7501,63.0745,4.91515,20.55793,23.66100,0
25.7703,63.1241,0.19777,16.27388,18.92956,0
34.1050,83.5398,0.00000,18.47826,22.41379,0
17.1964,42.1225,0.05524,14.20060,16.29434,0
27.9054,68.3539,0.53336,17.01654,21.15234,0
15.6073,38.2299,0.03771,9.21310,10.91071,0
20.8924,51.1758,1.80505,18.69439,21.41984,0
40.7477,99.8111,0.21241,24.61819,28.01354,0
24.8341,60.8309,0.35327,19.89164,23.04752,0
24.8348,60.8327,2.27692,13.95017,16.37434,0
48.1819,118.0210,1.47997,20.10466,21.42627,0
40.0504,98.1031,4.34021,23.69066,26.40902,0
28.6728,70.2338,0.02067,21.10987,25.01695,0
25.0340,61.3206,0.10904,17.26031,20.03039,0
30.6676,75.1199,0.10660,18.33061,22.44491,0
35.2943,86.4530,0.09805,24.47667,27.73734,0
9.4791,23.2191,3.54268,6.63890,7.68969,0
29.2176,71.5681,0.59082,5.20762,6.34248,0
15.9597,39.0931,0.32422,7.84236,8.15994,0
24.1223,59.0873,0.25155,18.15354,23.37967,0
27.4907,67.3383,1.22107,20.84786,24.08973,0
31.7352,77.7350,3.85898,26.15594,29.32790,0
30.1125,73.7604,0.24468,16.35686,19.44989,0
42.0042,102.8889,0.02609,26.54466,33.70865,0
31.4875,77.1283,0.16154,15.92328,19.35417,0
19.5952,47.9983,0.23103,15.54628,17.83608,0
34.5829,84.7104,19.09937,24.44642,29.71295,0
19.9000,48.7448,3.75784,17.62618,17.89861,0
33.7529,82.6774,0.91653,21.56105,26.60985,0
24.9596,61.1382,0.02088,20.07994,21.91252,0
16.1656,39.5976,0.00022,10.83656,12.60301,0
34.7134,85.0301,0.38280,21.75207,28.52633,0
30.5956,74.9436,0.01603,17.36468,21.70577,0
28.4609,69.7147,0.91061,11.21651,13.00618,0
15.2362,37.3209,3.85784,10.81350,11.86121,0
20.8557,51.0859,0.97147,13.47798,15.87321,0
30.7464,75.3130,1.12379,23.71759,27.89665,0
42.1230,103.1798,4.65234,26.47524,30.45824,0
10.5336,25.8020,5.87138,8.76204,9.10658,0
21.0699,51.6105,0.46716,10.58083,12.31832,0
24.9329,61.0728,0.21597,16.37694,20.61882,0
23.2622,56.9804,0.82419,12.17269,13.44485,0
31.1127,76.2102,0.71881,15.85995,17.54275,0
28.1066,68.8469,0.15940,16.64050,18.91000,0
34.5567,84.6463,0.92901,16.45177,17.68615,0
13.7488,33.6777,0.97642,12.58850,14.94419,0
37.4358,91.6986,0.10540,28.03657,34.42051,0
48.2633,118.2205,0.04072,24.93436,29.95301,0
25.5916,62.6864,1.96882,10.74742,12.84391,0
28.1702,69.0027,0.39244,18.41021,23.10253,0
32.4541,79.4960,1.97893,23.49630,28.43831,0
45.1064,110.4878,2.88244,19.45618,22.77504,0
32.8223,80.3979,0.73628,19.78446,24.62249,0
17.0081,41.6611,0.00020,6.62394,7.01266,0
23.7693,58.2228,0.10863,17.13992,19.71647,0
41.3071,101.1814,2.83095,29.66055,33.51447,0
24.3946,59.7542,0.43287,17.28925,17.89920,0
28.1435,68.9372,0.27215,12.87879,13.23678,0
38.7682,94.9623,1.69834,17.95213,20.23987,0
19.6628,48.1638,1.84876,13.89328,16.21670,0
16.3630,40.0809,0.89406,13.28248,14.86791,0
20.7506,50.8285,4.75515,14.66124,15.87988,0
34.1879,83.7429,2.98247,17.98889,21.27983,0
12.5766,30.8062,0.55015,12.08436,12.92866,0
24.4872,59.9811,0.95406,13.68820,16.64498,0
12.5433,30.7246,0.18858,5.92016,6.42191,0
28.2137,69.1092,2.85343,21.75246,24.49644,0
42.7201,104.6425,2.64393,31.15316,36.78532,0
34.5063,84.5227,3.99349,27.90337,32.00142,0
23.2157,56.8667,0.38457,21.13663,25.40025,0
43.1251,105.6345,0.02877,15.00999,20.17748,0
24.6477,60.3742,0.12781,18.16746,19.10972,0
29.4723,72.1921,0.68701,19.91720,25.05112,0
35.4972,86.9501,6.15486,26.65471,33.80754,0
20.5520,50.3419,2.94404,12.73661,15.69217,0
37.2653,91.2809,0.00906,14.07202,16.76542,0
11.1911,27.4126,6.52536,9.87759,11.88011,0
18.3609,44.9748,2.34660,14.24085,17.32365,0
17.5145,42.9015,0.07183,12.29306,13.70033,0
29.8839,73.2002,1.14243,9.26500,10.92577,0
28.3028,69.3275,0.00221,14.42859,19.25604,0
19.5845,47.9721,1.72783,13.14613,15.13103,0
31.1188,76.2252,0.22875,17.83383,20.84381,0
36.0056,88.1953,0.85848,18.65454,22.14239,0
26.3262,64.4857,24.63880,24.64241,28.97864,0
22.1389,54.2290,0.34070,17.47710,21.66702,0
34.0206,83.3332,0.32638,22.11149,26.33832,0
13.9243,34.1073,0.51913,11.23230,13.33112,0
25.5627,62.6155,2.98247,19.15843,19.93104,0
19.8250,48.5611,0.05821,15.71757,18.05696,0
42.0482,102.9967,2.36620,30.41909,40.10846,0
26.6975,65.3953,2.97318,13.53987,15.90987,0
38.8027,95.0469,7.85714,21.67599,25.95061,0
39.4473,96.6257,0.51338,32.53737,36.02398,0
14.8620,36.4043,0.00381,8.38803,10.01219,0
25.8374,63.2884,0.14049,21.19770,24.96933,0
18.1338,44.4186,22.40607,18.71463,22.34732,0
21.0971,51.6771,39.51208,15.51331,18.01657,0
24.2341,59.3612,3.34908,18.45113,22.51385,0
32.4338,79.4462,0.34536,16.43573,22.39003,0
26.7139,65.4355,0.23066,17.52755,22.59024,0
36.6953,89.8848,2.55187,32.78196,38.35288,0
21.7959,53.3889,0.12647,14.37443,16.15655,0
28.8611,70.6950,2.98952,26.33591,29.32631,0
32.1285,78.6984,0.88292,16.28774,18.77472,0
24.6514,60.3833,0.87166,20.62007,24.92330,0
31.1538,76.3109,1.41051,25.34043,30.44129,0
27.0675,66.3016,0.84487,21.35874,25.74976,0
31.6903,77.6251,2.27748,15.23479,17.73809,0
35.1847,86.1845,0.00158,16.48426,19.35775,0
20.1645,49.3927,0.97639,18.33450,20.55213,0
32.4249,79.4244,0.76925,23.51205,26.25840,0
25.7746,63.1346,1.29196,8.48092,10.59826,0
40.2402,98.5679,0.69071,30.95117,37.94661,0
11.9300,29.2224,5.23439,12.54437,14.07234,0
21.4360,52.5073,0.03009,13.53963,15.51127,0
19.2409,47.1305,0.20978,15.81616,18.59361,0
25.0661,61.3991,1.88463,13.72296,16.79867,0
8.0000,19.5959,0.08055,7.45221,8.52208,0
30.6590,75.0988,1.30999,12.30308,14.53961,0
29.5064,72.2756,0.78170,16.19687,17.68562,0
27.8007,68.0976,0.00331,19.42372,23.64921,0
25.4439,62.3246,0.13126,14.15041,16.41220,0
27.4623,67.2686,2.91510,22.23434,26.46397,0
26.8250,65.7077,11.43093,23.04383,27.69628,0
31.9676,78.3044,2.42904,22.55010,26.60930,0
11.7586,28.8027,16.78638,12.04441,12.73917,0
21.9137,53.6773,0.06213,14.36660,16.94662,0
29.5834,72.4642,0.82577,19.91318,22.65150,0
30.5814,74.9089,1.55650,20.02239,22.48760,0
17.6896,43.3305,1.98272,11.82997,13.42970,0
18.3911,45.0487,0.83182,12.16101,15.43584,0
38.2495,93.6919,1.80582,20.30846,22.44697,0
23.7043,58.0636,1.66768,17.72956,19.98099,0
27.6318,67.6838,0.32276,12.73071,16.12589,0
18.6455,45.6720,22.45468,14.02494,16.59720,0
43.9210,107.5841,0.02598,26.18616,31.09072,0
37.5937,92.0853,2.72587,25.16621,29.28007,0
38.7775,94.9851,5.54244,24.20867,27.48097,0
22.8911,56.0716,0.00592,19.62038,21.84038,0
23.6260,57.8717,2.47005,19.34398,25.35473,0
48.3982,118.5508,0.00654,29.05747,35.05268,0
10.2399,25.0825,0.00983,8.57220,9.49343,0
27.7432,67.9567,0.09092,7.80049,7.91047,0
35.6560,87.3389,0.25212,19.51997,24.46513,0
35.0421,85.8351,0.03086,11.02479,12.76899,0
26.5505,65.0352,1.92426,14.09245,15.92350,0
22.0251,53.9503,0.27634,11.64497,13.95043,0
29.6668,72.6684,0.03220,18.99810,22.20935,0
22.4357,54.9561,0.00137,13.37290,15.56544,0
27.0284,66.2057,1.58689,18.42584,21.51774,0
31.9897,78.3585,1.69108,24.56154,29.56658,0
17.6332,43.1923,0.21574,11.39292,14.23195,0
9.0396,22.1424,0.16146,7.91518,8.15361,0
9.4376,23.1172,0.65700,4.86586,6.49558,0
11.8722,29.0809,1.01291,10.25781,11.63537,0
38.8722,95.2170,0.62720,25.69270,32.14708,0
27.2998,66.8706,0.51863,20.44452,26.07427,0
16.5987,40.6582,2.09489,8.20376,9.09244,0
21.1544,51.8175,2.18379,12.90199,14.47752,0
31.7198,77.6974,0.43953,15.74750,19.63119,0
15.0012,36.7454,1.49598,6.87390,7.33754,0
69.6586,170.6279,3.75266,18.80965,20.76197,0
18.9484,46.4140,2.57516,14.36960,17.77772,0
15.6020,38.2169,1.98679,4.85109,4.79106,0
38.9636,95.4408,7.03984,18.53303,20.53588,0
29.6699,72.6760,0.11322,11.37520,12.66809,0
31.5153,77.1963,0.04802,12.91347,14.11686,0
29.3751,71.9540,1.04616,16.02643,17.85487,0
27.6047,67.6174,0.46541,18.60633,22.23826,0
38.1856,93.5354,0.07630,28.75149,35.63363,0
28.1697,69.0015,0.05226,21.81038,24.16140,0
22.5327,55.1937,0.66757,15.49420,19.75714,0
27.1634,66.5364,4.46912,22.74561,24.18652,0
21.2905,52.1508,67.71758,15.41174,20.57632,0
38.7616,94.9461,0.07851,24.69696,30.18146,0
21.8994,53.6424,1.39946,17.04744,19.74509,0
23.1649,56.7423,1.16521,15.59972,16.53032,0
37.6105,92.1266,2.00187,26.58281,31.09639,0
35.5219,87.0105,1.68870,10.92729,10.99791,0
30.1068,73.7463,2.58823,23.86899,25.87942,0
25.2314,61.8041,2.95581,11.51498,14.73585,0
47.8824,117.2874,2.22634,33.45176,39.32467,0
16.1658,39.5980,2.72409,9.06665,11.43897,0
34.5862,84.7185,7.00285,16.00421,19.54470,0
27.8586,68.2393,0.36019,17.92581,21.40853,0
33.1745,81.2605,0.61161,19.50404,23.98968,0
17.3862,42.5874,0.16929,7.35174,7.91369,0
20.0093,49.0126,0.26033,14.92119,17.51360,0
26.0259,63.7501,0.93045,18.57629,21.20113,0
25.6893,62.9258,2.46426,16.50485,18.15309,0
31.6772,77.5930,0.02484,19.25755,22.70365,0
26.4853,64.8756,0.30633,11.92586,14.03254,0
32.4121,79.3932,0.00228,15.37494,15.98169,0
18.0886,44.3078,0.43603,5.03488,5.93852,0
29.6888,72.7223,0.17943,21.15331,23.54696,0
31.1931,76.4071,4.55591,18.28704,20.92684,0
15.1947,37.2193,9.63923,15.39406,17.39785,0
37.9821,93.0368,0.49864,13.66865,15.30490,0
29.6342,72.5887,2.16157,12.55773,14.14342,0
15.0390,36.8379,12.48702,13.17473,15.05810,0
28.8678,70.7115,0.04299,13.36411,15.48963,0
33.3860,81.7787,2.00292,27.85427,34.74369,0
14.8268,36.3180,0.49541,11.81015,13.92714,0
22.2654,54.5389,0.89949,13.36720,14.95307,0
22.0510,54.0136,0.56585,17.01150,18.27850,0
32.4029,79.3706,0.80561,9.14542,11.23762,0
36.1418,88.5291,0.16728,23.04985,25.26566,0
30.5077,74.7283,1.01807,21.34119,24.55868,0
15.7067,38.4735,0.32918,11.54655,13.77577,0
12.6141,30.8981,0.33563,10.89893,11.55038,0
37.7906,92.5678,1.62897,26.68955,35.53329,0
25.2975,61.9660,0.55409,20.86835,23.95665,0
18.1320,44.4141,56.98286,20.38397,22.58177,0
40.0025,97.9856,2.22476,28.84873,33.38232,0
38.1702,93.4974,3.77438,31.43005,36.10437,0
24.6485,60.3761,55.46337,22.28521,27.38661,0
8.0000,19.5959,0.07453,5.54745,6.56114,0
38.3248,93.8763,0.64612,11.60814,15.40848,0
44.6985,109.4885,0.61815,20.07764,23.49459,0
24.3302,59.5965,0.43599,23.18885,26.85255,0
24.4312,59.8440,2.24106,20.06998,25.34979,0
21.3189,52.2204,0.49031,13.77410,16.20554,0
15.2286,37.3022,3.26396,14.69395,17.82395,0
24.8191,60.7941,0.07279,18.40185,20.64573,0
25.8542,63.3296,0.82477,14.96988,17.85499,0
31.4809,77.1122,0.03904,17.94041,23.92343,0
29.5284,72.3295,0.18605,13.69876,14.96837,0
29.1483,71.3985,0.20666,10.02895,10.20894,0
12.1165,29.6793,2.56870,9.19286,9.36504,0
33.6146,82.3385,0.25501,14.81351,16.78960,0
29.6655,72.6654,2.90100,15.80884,17.93055,0
30.0403,73.5833,1.24138,25.03859,29.12383,0
28.4875,69.7797,0.04505,19.01025,21.60919,0
40.4114,98.9874,1.84907,28.02545,35.31456,0
39.0895,95.7494,0.90474,21.30218,24.37515,0
29.1658,71.4414,0.05268,21.43458,24.48505,0
20.6951,50.6924,0.84307,9.69168,12.71847,0
14.4260,35.3362,0.71330,7.09135,7.64537,0
27.7331,67.9318,1.08217,12.79932,17.13212,0
25.0230,61.2935,1.85691,17.29754,19.73041,0
34.6006,84.7539,0.95683,14.38728,16.34905,0
38.8529,95.1699,1.45462,22.17861,28.28166,0
22.9958,56.3280,1.90785,10.66846,11.67464,0
26.6020,65.1613,0.42998,20.93886,25.78313,0
23.7989,58.2950,0.06963,14.31281,15.79813,0
19.5692,47.9346,0.65702,3.00819,3.74232,0
38.2213,93.6227,0.47587,16.15777,18.54890,0
12.3104,30.1542,2.73126,10.43921,11.96380,0
22.7654,55.7636,0.81076,14.95940,17.72633,0
21.1358,51.7719,5.19175,14.96373,20.03125,0
25.3006,61.9736,0.22147,11.80049,11.95158,0
33.8281,82.8616,2.43214,17.14073,22.67895,0
24.8417,60.8494,1.00829,12.45460,15.35088,0
25.7594,63.0974,0.39421,15.04302,16.26276,0
23.7976,58.2920,2.56695,15.21839,17.63326,0
22.0102,53.9138,0.00875,14.53357,18.57931,0
20.4529,50.0992,2.66427,15.62151,19.59794,0
23.3666,57.2362,15.75759,18.76215,22.03365,0
31.1935,76.4081,0.33731,24.39906,31.26014,0
26.7705,65.5740,1.39334,22.62190,29.54264,0
8.0000,19.5959,9.15695,4.87273,5.53135,0
32.4130,79.3954,3.32319,24.17741,30.46618,0
26.3553,64.5570,2.84083,21.50501,23.93333,0
28.7594,70.4458,0.23279,20.10941,24.72920,0
26.5565,65.0499,0.68367,14.15172,15.91756,0
23.3721,57.2498,1.40218,15.13047,19.61019,0
22.4456,54.9803,1.94282,16.56146,18.59903,0
27.0571,66.2761,0.52275,18.53251,23.47154,0
25.0318,61.3152,0.48874,18.41838,21.49973,0
18.0487,44.2102,0.07352,11.54436,12.98150,0
20.9034,51.2026,3.85181,18.52847,21.70785,0
24.7610,60.6518,2.58117,17.23582,22.54428,0
8.0000,19.5959,0.02270,3.21531,3.90434,0
31.1244,76.2389,0.56930,9.49968,10.36511,0
33.9397,83.1349,1.52634,8.27089,8.53195,0
21.1138,51.7181,1.96888,11.96997,15.28590,0
24.1187,59.0785,0.80921,17.15585,19.08823,0
42.1730,103.3023,8.30288,24.04093,29.43626,0
28.3335,69.4026,0.67089,20.99691,26.09609,0
27.0716,66.3115,4.09500,23.92109,27.78934,0
25.0202,61.2868,4.13818,12.38142,14.51045,0
34.4873,84.4762,3.22113,16.80719,20.98411,0
32.9881,80.8040,3.60703,16.63328,19.18930,0
33.3455,81.6796,0.12345,21.09724,23.84736,0
32.9411,80.6888,13.19360,20.70719,23.07735,0
22.7876,55.8179,1.16889,18.59143,21.26744,0
17.3507,42.5004,1.54003,11.70849,12.96902,0
15.5721,38.1437,0.16234,9.14135,12.84890,0
9.7990,24.0026,1.06200,8.69328,9.90213,0
30.6819,75.1550,0.58043,21.19896,23.47032,0
30.9551,75.8241,16.18325,24.36504,28.08530,0
17.4417,42.7233,2.18676,10.66446,11.25508,0
20.0099,49.0140,0.82051,17.12999,18.94846,0
26.9350,65.9769,1.12930,16.42921,19.55234,0
24.5836,60.2172,0.01988,17.87760,20.55534,0
44.3293,108.5841,1.85048,20.32001,23.78261,0
36.7476,90.0128,5.14875,21.10680,24.37654,0
35.7574,87.5874,0.04926,20.10708,23.38151,0
10.1148,24.7762,146.98711,13.98480,14.33180,0
24.8630,60.9016,3.08643,18.27735,21.66083,0
18.3627,44.9792,6.05792,16.92833,19.89290,0
36.4419,89.2640,0.00000,18.09019,19.76758,0
23.6361,57.8963,1.27306,13.77267,16.48417,0
45.6358,111.7845,75.14678,27.41758,31.14020,0
12.6578,31.0051,9.53531,15.72968,18.46308,0
19.6458,48.1222,0.90075,11.99347,15.48730,0
48.3847,118.5177,1.25050,30.23394,36.22746,0
19.9846,48.9521,13.33389,18.49016,22.15984,0
46.8806,114.8335,1.74167,25.30319,29.43845,0
28.7949,70.5328,3.36105,16.93071,18.66063,0
49.4060,121.0196,0.49530,17.61755,21.55043,0
11.4169,27.9655,0.00814,2.98181,3.60354,0
26.0690,63.8559,1.84001,10.20629,11.69291,0
25.2093,61.7498,0.08316,14.79035,17.04274,0
54.4807,133.4498,0.67276,24.50958,30.22970,0
26.9941,66.1218,0.75788,11.02054,11.13204,0
26.3113,64.4493,0.14972,20.99983,24.37988,0
29.2881,71.7410,0.24381,16.10005,17.30101,0
31.2463,76.5375,1.45390,11.26871,13.95384,0
28.2186,69.1212,2.01767,8.28024,8.96843,0
36.3527,89.0455,1.62580,18.08078,21.00733,0
30.8251,75.5058,3.61748,20.95197,26.05645,0
34.1165,83.5681,3.28135,14.74044,15.84590,0
18.9749,46.4788,0.20737,8.07506,9.47716,0
24.5385,60.1068,39.87549,22.20843,25.66460,0
37.5446,91.9652,1.47829,16.95935,18.72947,0
25.3414,62.0734,0.05326,11.98553,13.78732,0
30.1847,73.9371,0.26695,21.70072,25.61979,0
18.8933,46.2790,0.61324,16.04966,19.15032,0
19.1049,46.7973,0.15020,10.32321,11.95621,0
27.8176,68.1388,1.10966,18.90685,21.46122,0
34.2952,84.0057,1.20384,21.01727,22.87904,0
38.8180,95.0842,0.86768,26.67673,27.90015,0
34.9625,85.6402,0.20566,19.67598,24.12605,0
19.3689,47.4438,0.71524,15.21578,17.69708,0
20.6274,50.5267,1.38686,7.63517,8.31056,0
14.3084,35.0483,0.07092,4.21269,4.82670,0
18.9040,46.3051,1.61393,14.81608,17.19187,0
48.3368,118.4006,0.48920,26.50408,30.28560,0
22.8349,55.9338,22.77164,11.08400,12.84941,0
30.1517,73.8563,1.08909,20.42339,23.24301,0
16.6572,40.8015,0.42043,12.09784,13.95449,0
42.8985,105.0794,0.13926,32.21487,32.77227,0
32.0115,78.4119,0.07962,23.59834,28.22178,0
25.2601,61.8744,0.51999,7.54430,8.81439,0
